gamma,crater_fraction,rms_slope_deg,chi2
90.0,0.77,43.0,4590888.827693028
90.0,0.78,43.27832005765689,4481443.458973767
90.0,0.79,43.554861657752674,4373319.130769079
90.0,0.8,43.829658463635795,4266515.843887837
90.0,0.81,44.10274308987988,4161033.5991541175
90.0,0.82,44.374147147465656,4056872.3974075024
90.0,0.83,44.64390128649065,3954032.239503401
90.0,0.84,44.912035236570034,3852513.1263133897
90.0,0.85,45.17857784507936,3752315.0587255424
90.0,0.86,45.443557113378375,3653438.037644779
90.0,0.87,45.70700023114478,3555882.0639932128
90.0,0.88,45.96893360893699,3459647.1387105226
90.0,0.89,46.22938290909629,3364733.262754317
90.0,0.9,46.488373075090834,3271140.4371005124
90.0,0.91,46.74592835939637,3178868.662743728
90.0,0.92,47.00207235000181,3087917.9406976756
90.0,0.93,47.25682799562188,2998288.271995573
90.0,0.94,47.51021762969286,2909979.657690559
90.0,0.95,47.76226299322265,2822992.0988561166
90.0,0.96,48.01298525656109,2737325.596586519
90.0,0.97,48.26240504015252,2652980.15199727
90.0,0.98,48.51054243432789,2569955.7662255666
90.0,0.99,48.75741701819031,2488252.440430767
90.0,1.0,49.00304787764431,2407870.175794875
100.0,0.0,0.0,14979079.965839373
100.0,0.01,4.900304787764432,14786119.308874995
100.0,0.02,6.930077490618269,14594409.712156799
100.0,0.03,8.487576864981019,14403951.17588215
100.0,0.04,9.800609575528863,14214743.700251888
100.0,0.05,10.957414615908949,14026787.285470402
100.0,0.06,12.003246314140272,13840081.9317457
100.0,0.07,12.964987816843836,13654627.639289448
100.0,0.08,13.860154981236539,13470424.408317072
100.0,0.09,14.700914363293293,13287472.239047814
100.0,0.1,15.496124358363613,13105771.131704774
100.0,0.11,16.252472339396768,12925321.08651503
100.0,0.12,16.975153729962038,12746122.103709675
100.0,0.13,17.66830017768634,12568174.183523912
100.0,0.14,18.335261606582495,12391477.326197106
100.0,0.15,18.978798834352112,12216031.531972894
100.0,0.16,19.601219151057727,12041836.801099231
100.0,0.17,20.204474237672684,11868893.133828497
100.0,0.18,20.79023247185481,11697200.530417556
100.0,0.19,21.359933362413685,11526758.991127864
100.0,0.2,21.914829231817897,11357568.51622554
100.0,0.21,22.456017618285017,11189629.105981445
100.0,0.22,22.984466804468497,11022940.760671297
100.0,0.23,23.501036175000905,10857503.480575742
100.0,0.24,24.006492628280544,10693317.265980449
100.0,0.25,24.501523938822157,10530382.11717621
100.0,0.26,24.986749735362988,10368698.034459036
100.0,0.27,25.46273059494306,10208265.018130254
100.0,0.28,25.929975633687672,10049083.06849661
100.0,0.29,26.38894888730173,9891152.18587037
100.0,0.3,26.840074709091443,9734472.370569428
100.0,0.31,27.283742364320137,9579043.622917408
100.0,0.32,27.720309962473078,9424865.943243783
100.0,0.33,28.150107840443013,9271939.33188398
100.0,0.34,28.57344148753451,9120263.789179493
100.0,0.35,28.990594085919405,8969839.315478006
100.0,0.36,29.401828726586587,8820665.91113351
100.0,0.37,29.80739035005445,8672743.576506423
100.0,0.38,30.207507452510978,8526072.311963717
100.0,0.39,30.602393591130962,8380652.117879045
100.0,0.4,30.992248716727225,8236482.994632869
100.0,0.41,31.377260357342664,8093564.942612597
100.0,0.42,31.75760467266784,7951897.962212714
100.0,0.43,32.13344739610802,7811482.053834924
100.0,0.44,32.504944678793535,7672317.217888289
100.0,0.45,32.87224384772684,7534403.454789378
100.0,0.46,33.23548408850701,7397740.76496241
100.0,0.47,33.59479706160449,7262329.148839407
100.0,0.48,33.950307459924076,7128168.606860353
100.0,0.49,34.30213351435102,6995259.139473341
100.0,0.5,34.650387453091355,6863600.747134752
100.0,0.51,34.995175919865545,6733193.430309395
100.0,0.52,35.33660035537268,6604037.189470707
100.0,0.53,35.67475734589251,6476132.025100895
100.0,0.54,36.00973894242082,6349477.937691133
100.0,0.55,36.34163295332621,6224074.927741731
100.0,0.56,36.67052321316499,6099922.995762328
100.0,0.57,36.996489829986025,5977022.142272074
100.0,0.58,37.3196094131925,5855372.367799821
100.0,0.59,37.639955283796944,5734973.672884328
100.0,0.6,37.957597668704224,5615826.058074459
100.0,0.61,38.27260388048098,5497929.523929383
100.0,0.62,38.58503848391491,5381284.0710187955
100.0,0.63,38.894963450531506,5265889.699923126
100.0,0.64,39.20243830211545,5151746.411233763
100.0,0.65,39.50752024417827,5038854.205553274
100.0,0.66,39.810264290219706,4927213.083495645
100.0,0.67,40.11072337754743,4816823.045686512
100.0,0.68,40.40894847534537,4707684.092763397
100.0,0.69,40.70498868561572,4599796.225375968
100.0,0.7,40.998891337560465,4493159.444186278
100.0,0.71,41.290702075916286,4387773.749869035
100.0,0.72,41.58046494370962,4283639.143111863
100.0,0.73,41.86822245985673,4180755.624615571
100.0,0.74,42.15401569199592,4079123.195094435
100.0,0.75,42.43788432490509,3978741.855276477
100.0,0.76,42.71986672482737,3879611.60590376
100.0,0.77,43.0,3781732.447732687
100.0,0.78,43.27832005765689,3685104.3815342984
100.0,0.79,43.554861657752674,3589727.408094593
100.0,0.8,43.829658463635795,3495601.5282148416
100.0,0.81,44.10274308987988,3402726.7427119184
100.0,0.82,44.374147147465656,3311103.0524186348
100.0,0.83,44.64390128649065,3220730.4581840774
100.0,0.84,44.912035236570034,3131608.960873969
100.0,0.85,45.17857784507936,3043738.5613710256
100.0,0.86,45.443557113378375,2957119.2605753182
100.0,0.87,45.70700023114478,2871751.059404662
100.0,0.88,45.96893360893699,2787633.9587949957
100.0,0.89,46.22938290909629,2704767.9597007805
100.0,0.9,46.488373075090834,2623153.063095407
100.0,0.91,46.74592835939637,2542789.269971613
100.0,0.92,47.00207235000181,2463676.5813419055
100.0,0.93,47.25682799562188,2385814.9982390064
100.0,0.94,47.51021762969286,2309204.5217162916
100.0,0.95,47.76226299322265,2233845.152848257
100.0,0.96,48.01298525656109,2159736.8927309886
100.0,0.97,48.26240504015252,2086879.742482643
100.0,0.98,48.51054243432789,2015273.7032439462
100.0,0.99,48.75741701819031,1944918.7761786978
100.0,1.0,49.00304787764431,1875814.962474294
110.0,0.0,0.0,13233993.713904826
110.0,0.01,4.900304787764432,13057609.23920067
110.0,0.02,6.930077490618269,12882408.202310262
110.0,0.03,8.487576864981019,12708390.603419827
110.0,0.04,9.800609575528863,12535556.442718964
110.0,0.05,10.957414615908949,12363905.720400741
110.0,0.06,12.003246314140272,12193438.43666174
110.0,0.07,12.964987816843836,12024154.59170213
110.0,0.08,13.860154981236539,11856054.185725726
110.0,0.09,14.700914363293293,11689137.218940068
110.0,0.1,15.496124358363613,11523403.691556493
110.0,0.11,16.252472339396768,11358853.603790192
110.0,0.12,16.975153729962038,11195486.955860296
110.0,0.13,17.66830017768634,11033303.747989954
110.0,0.14,18.335261606582495,10872303.980406398
110.0,0.15,18.978798834352112,10712487.653341018
110.0,0.16,19.601219151057727,10553854.767029464
110.0,0.17,20.204474237672684,10396405.3217117
110.0,0.18,20.79023247185481,10240139.317632107
110.0,0.19,21.359933362413685,10085056.755039558
110.0,0.2,21.914829231817897,9931157.634187503
110.0,0.21,22.456017618285017,9778441.95533407
110.0,0.22,22.984466804468497,9626909.718742132
110.0,0.23,23.501036175000905,9476560.924679426
110.0,0.24,24.006492628280544,9327395.573418638
110.0,0.25,24.501523938822157,9179413.665237473
110.0,0.26,24.986749735362988,9032615.2004188
110.0,0.27,25.46273059494306,8887000.179250715
110.0,0.28,25.929975633687672,8742568.602026658
110.0,0.29,26.38894888730173,8599320.469045525
110.0,0.3,26.840074709091443,8457255.780611757
110.0,0.31,27.283742364320137,8316374.537035455
110.0,0.32,27.720309962473078,8176676.738632505
110.0,0.33,28.150107840443013,8038162.385724678
110.0,0.34,28.57344148753451,7900831.47863975
110.0,0.35,28.990594085919405,7764684.017711623
110.0,0.36,29.401828726586587,7629720.003280443
110.0,0.37,29.80739035005445,7495939.435692732
110.0,0.38,30.207507452510978,7363342.315301506
110.0,0.39,30.602393591130962,7231928.642466411
110.0,0.4,30.992248716727225,7101698.417553853
110.0,0.41,31.377260357342664,6972651.640937139
110.0,0.42,31.75760467266784,6844788.312996608
110.0,0.43,32.13344739610802,6718108.434119775
110.0,0.44,32.504944678793535,6592612.004701487
110.0,0.45,32.87224384772684,6468299.025144052
110.0,0.46,33.23548408850701,6345169.49585741
110.0,0.47,33.59479706160449,6223223.417259276
110.0,0.48,33.950307459924076,6102460.789775298
110.0,0.49,34.30213351435102,5982881.613839236
110.0,0.5,34.650387453091355,5864485.889893104
110.0,0.51,34.995175919865545,5747273.618387356
110.0,0.52,35.33660035537268,5631244.799781058
110.0,0.53,35.67475734589251,5516399.434542062
110.0,0.54,36.00973894242082,5402737.523147185
110.0,0.55,36.34163295332621,5290259.066082404
110.0,0.56,36.67052321316499,5178964.063843041
110.0,0.57,36.996489829986025,5068852.516933958
110.0,0.58,37.3196094131925,4959924.425869752
110.0,0.59,37.639955283796944,4852179.791174971
110.0,0.6,37.957597668704224,4745618.613384306
110.0,0.61,38.27260388048098,4640240.893042825
110.0,0.62,38.58503848391491,4536046.6307061715
110.0,0.63,38.894963450531506,4433035.826940799
110.0,0.64,39.20243830211545,4331208.482324202
110.0,0.65,39.50752024417827,4230564.5974451415
110.0,0.66,39.810264290219706,4131104.172903894
110.0,0.67,40.11072337754743,4032827.2093124925
110.0,0.68,40.40894847534537,3935733.7072949777
110.0,0.69,40.70498868561572,3839823.6674876604
110.0,0.7,40.998891337560465,3745097.0905393786
110.0,0.71,41.290702075916286,3651553.9771117726
110.0,0.72,41.58046494370962,3559194.3278795634
110.0,0.73,41.86822245985673,3468018.14353083
110.0,0.74,42.15401569199592,3378025.424767304
110.0,0.75,42.43788432490509,3289216.172304667
110.0,0.76,42.71986672482737,3201590.386872855
110.0,0.77,43.0,3115148.0692163687
110.0,0.78,43.27832005765689,3029889.2200945956
110.0,0.79,43.554861657752674,2945813.840282138
110.0,0.8,43.829658463635795,2862921.9305691468
110.0,0.81,44.10274308987988,2781213.4917616677
110.0,0.82,44.374147147465656,2700688.524681994
110.0,0.83,44.64390128649065,2621347.0301690255
110.0,0.84,44.912035236570034,2543189.0090786433
110.0,0.85,45.17857784507936,2466214.462284086
110.0,0.86,45.443557113378375,2390423.390676342
110.0,0.87,45.70700023114478,2315815.795164546
110.0,0.88,45.96893360893699,2242391.676676393
110.0,0.89,46.22938290909629,2170151.036158553
110.0,0.9,46.488373075090834,2099093.874577104
110.0,0.91,46.74592835939637,2029220.192917976
110.0,0.92,47.00207235000181,1960529.9921873985
110.0,0.93,47.25682799562188,1893023.2734123692
110.0,0.94,47.51021762969286,1826700.0376411304
110.0,0.95,47.76226299322265,1761560.2859436534
110.0,0.96,48.01298525656109,1697604.0194121469
110.0,0.97,48.26240504015252,1634831.2391615673
110.0,0.98,48.51054243432789,1573241.9463301469
110.0,0.99,48.75741701819031,1512836.1420799377
110.0,1.0,49.00304787764431,1453613.8275973643
120.0,0.0,0.0,11713360.6672507
120.0,0.01,4.900304787764432,11552046.003512805
120.0,0.02,6.930077490618269,11391849.934067251
120.0,0.03,8.487576864981019,11232772.459089557
120.0,0.04,9.800609575528863,11074813.578758545
120.0,0.05,10.957414615908949,10917973.293256382
120.0,0.06,12.003246314140272,10762251.60276865
120.0,0.07,12.964987816843836,10607648.507484414
120.0,0.08,13.860154981236539,10454164.00759629
120.0,0.09,14.700914363293293,10301798.103300506
120.0,0.1,15.496124358363613,10150550.794796979
120.0,0.11,16.252472339396768,10000422.082289387
120.0,0.12,16.975153729962038,9851411.965985244
120.0,0.13,17.66830017768634,9703520.446095962
120.0,0.14,18.335261606582495,9556747.522836944
120.0,0.15,18.978798834352112,9411093.19642765
120.0,0.16,19.601219151057727,9266557.467091685
120.0,0.17,20.204474237672684,9123140.33505687
120.0,0.18,20.79023247185481,8980841.800555332
120.0,0.19,21.359933362413685,8839661.863823596
120.0,0.2,21.914829231817897,8699600.525102654
120.0,0.21,22.456017618285017,8560657.784638075
120.0,0.22,22.984466804468497,8422833.642680066
120.0,0.23,23.501036175000905,8286128.0994836
120.0,0.24,24.006492628280544,8150541.155308485
120.0,0.25,24.501523938822157,8016072.810419472
120.0,0.26,24.986749735362988,7882723.065086344
120.0,0.27,25.46273059494306,7750491.919584031
120.0,0.28,25.929975633687672,7619379.374192703
120.0,0.29,26.38894888730173,7489385.429197878
120.0,0.3,26.840074709091443,7360510.084890526
120.0,0.31,27.283742364320137,7232753.341567189
120.0,0.32,27.720309962473078,7106115.199530086
120.0,0.33,28.150107840443013,6980595.659087228
120.0,0.34,28.57344148753451,6856194.720552541
120.0,0.35,28.990594085919405,6732912.384245981
120.0,0.36,29.401828726586587,6610748.650493661
120.0,0.37,29.80739035005445,6489703.5196279725
120.0,0.38,30.207507452510978,6369776.991987721
120.0,0.39,30.602393591130962,6250969.067918252
120.0,0.4,30.992248716727225,6133279.747771588
120.0,0.41,31.377260357342664,6016709.031906568
120.0,0.42,31.75760467266784,5901256.920688982
120.0,0.43,32.13344739610802,5786923.414491727
120.0,0.44,32.504944678793535,5673708.513694939
120.0,0.45,32.87224384772684,5561612.21868616
120.0,0.46,33.23548408850701,5450634.529860479
120.0,0.47,33.59479706160449,5340775.447620702
120.0,0.48,33.950307459924076,5232034.972377501
120.0,0.49,34.30213351435102,5124413.104549595
120.0,0.5,34.650387453091355,5017909.8445639005
120.0,0.51,34.995175919865545,4912525.192855723
120.0,0.52,35.33660035537268,4808259.149868921
120.0,0.53,35.67475734589251,4705111.716056098
120.0,0.54,36.00973894242082,4603082.891878781
120.0,0.55,36.34163295332621,4502172.677807613
120.0,0.56,36.67052321316499,4402381.0743225515
120.0,0.57,36.996489829986025,4303708.081913061
120.0,0.58,37.3196094131925,4206153.70107832
120.0,0.59,37.639955283796944,4109717.9323274386
120.0,0.6,37.957597668704224,4014400.776179659
120.0,0.61,38.27260388048098,3920202.233164584
120.0,0.62,38.58503848391491,3827122.3038223977
120.0,0.63,38.894963450531506,3735160.9887041003
120.0,0.64,39.20243830211545,3644318.2883717366
120.0,0.65,39.50752024417827,3554594.203398645
120.0,0.66,39.810264290219706,3465988.734369699
120.0,0.67,40.11072337754743,3378501.881881564
120.0,0.68,40.40894847534537,3292133.6465429584
120.0,0.69,40.70498868561572,3206884.0289749154
120.0,0.7,40.998891337560465,3122753.0298110563
120.0,0.71,41.290702075916286,3039740.649697875
120.0,0.72,41.58046494370962,2957846.88929502
120.0,0.73,41.86822245985673,2877071.7492755866
120.0,0.74,42.15401569199592,2797415.2303264244
120.0,0.75,42.43788432490509,2718877.3331484385
120.0,0.76,42.71986672482737,2641458.0584569094
120.0,0.77,43.0,2565157.406981819
120.0,0.78,43.27832005765689,2489975.379468177
120.0,0.79,43.554861657752674,2415911.9766763677
120.0,0.8,43.829658463635795,2342967.199382499
120.0,0.81,44.10274308987988,2271141.0483787563
120.0,0.82,44.374147147465656,2200433.5244737756
120.0,0.83,44.64390128649065,2130844.628493016
120.0,0.84,44.912035236570034,2062374.3612791526
120.0,0.85,45.17857784507936,1995022.7236924658
120.0,0.86,45.443557113378375,1928789.7166112554
120.0,0.87,45.70700023114478,1863675.340932254
120.0,0.88,45.96893360893699,1799679.5975710575
120.0,0.89,46.22938290909629,1736802.4874625646
120.0,0.9,46.488373075090834,1675044.0115614282
120.0,0.91,46.74592835939637,1614404.1708425195
120.0,0.92,47.00207235000181,1554882.9663014023
120.0,0.93,47.25682799562188,1496480.398954823
120.0,0.94,47.51021762969286,1439196.46984121
120.0,0.95,47.76226299322265,1383031.180021189
120.0,0.96,48.01298525656109,1327984.530578112
120.0,0.97,48.26240504015252,1274056.5226185995
120.0,0.98,48.51054243432789,1221247.157273098
120.0,0.99,48.75741701819031,1169556.435696451
120.0,1.0,49.00304787764431,1118984.3590684882
130.0,0.0,0.0,10384920.154805517
130.0,0.01,4.900304787764432,10237308.203412093
130.0,0.02,6.930077490618269,10090752.918544993
130.0,0.03,8.487576864981019,9945254.300369613
130.0,0.04,9.800609575528863,9800812.34905452
130.0,0.05,10.957414615908949,9657427.064771527
130.0,0.06,12.003246314140272,9515098.447695745
130.0,0.07,12.964987816843836,9373826.498005668
130.0,0.08,13.860154981236539,9233611.215883214
130.0,0.09,14.700914363293293,9094452.60151381
130.0,0.1,15.496124358363613,8956350.655086465
130.0,0.11,16.252472339396768,8819305.376793819
130.0,0.12,16.975153729962038,8683316.766832238
130.0,0.13,17.66830017768634,8548384.825401887
130.0,0.14,18.335261606582495,8414509.552706787
130.0,0.15,18.978798834352112,8281690.948954913
130.0,0.16,19.601219151057727,8149929.014358259
130.0,0.17,20.204474237672684,8019223.749132927
130.0,0.18,20.79023247185481,7889575.153499209
130.0,0.19,21.359933362413685,7760983.22768167
130.0,0.2,21.914829231817897,7633447.971909229
130.0,0.21,22.456017618285017,7506969.386415259
130.0,0.22,22.984466804468497,7381547.471437668
130.0,0.23,23.501036175000905,7257182.227218995
130.0,0.24,24.006492628280544,7133873.654006504
130.0,0.25,24.501523938822157,7011621.752052281
130.0,0.26,24.986749735362988,6890426.521613332
130.0,0.27,25.46273059494306,6770287.962951681
130.0,0.28,25.929975633687672,6651206.07633448
130.0,0.29,26.38894888730173,6533180.862034111
130.0,0.3,26.840074709091443,6416212.3203282915
130.0,0.31,27.283742364320137,6300300.451500189
130.0,0.32,27.720309962473078,6185445.255838532
130.0,0.33,28.150107840443013,6071646.733637726
130.0,0.34,28.57344148753451,5958904.885197972
130.0,0.35,28.990594085919405,5847219.710825389
130.0,0.36,29.401828726586587,5736591.210832133
130.0,0.37,29.80739035005445,5627019.385536528
130.0,0.38,30.207507452510978,5518504.235263192
130.0,0.39,30.602393591130962,5411045.760343178
130.0,0.4,30.992248716727225,5304643.961114097
130.0,0.41,31.377260357342664,5199298.837920269
130.0,0.42,31.75760467266784,5095010.391112857
130.0,0.43,32.13344739610802,4991778.621050011
130.0,0.44,32.504944678793535,4889603.528097033
130.0,0.45,32.87224384772684,4788485.112626503
130.0,0.46,33.23548408850701,4688423.375018461
130.0,0.47,33.59479706160449,4589418.315660549
130.0,0.48,33.950307459924076,4491469.934948187
130.0,0.49,34.30213351435102,4394578.233284729
130.0,0.5,34.650387453091355,4298743.211081644
130.0,0.51,34.995175919865545,4203964.868758686
130.0,0.52,35.33660035537268,4110243.2067440744
130.0,0.53,35.67475734589251,4017578.225474685
130.0,0.54,36.00973894242082,3925969.9253962296
130.0,0.55,36.34163295332621,3835418.3069634545
130.0,0.56,36.67052321316499,3745923.3706403356
130.0,0.57,36.996489829986025,3657485.116900287
130.0,0.58,37.3196094131925,3570103.5462263604
130.0,0.59,37.639955283796944,3483778.659111466
130.0,0.6,37.957597668704224,3398510.456058585
130.0,0.61,38.27260388048098,3314298.9375809976
130.0,0.62,38.58503848391491,3231144.10420251
130.0,0.63,38.894963450531506,3149045.9564576894
130.0,0.64,39.20243830211545,3068004.494892104
130.0,0.65,39.50752024417827,2988019.7200625725
130.0,0.66,39.810264290219706,2909091.632537415
130.0,0.67,40.11072337754743,2831220.2328967117
130.0,0.68,40.40894847534537,2754405.52173257
130.0,0.69,40.70498868561572,2678647.4996494018
130.0,0.7,40.998891337560465,2603946.167264188
130.0,0.71,41.290702075916286,2530301.525206787
130.0,0.72,41.58046494370962,2457713.5741202096
130.0,0.73,41.86822245985673,2386182.314660932
130.0,0.74,42.15401569199592,2315707.747499199
130.0,0.75,42.43788432490509,2246289.873319347
130.0,0.76,42.71986672482737,2177928.6928201215
130.0,0.77,43.0,2110624.20671502
130.0,0.78,43.27832005765689,2044376.415732627
130.0,0.79,43.554861657752674,1979185.3206169715
130.0,0.8,43.829658463635795,1915050.9221278836
130.0,0.81,44.10274308987988,1851973.2210413662
130.0,0.82,44.374147147465656,1789952.2181499763
130.0,0.83,44.64390128649065,1728987.914263212
130.0,0.84,44.912035236570034,1669080.310207915
130.0,0.85,45.17857784507936,1610229.4068286829
130.0,0.86,45.443557113378375,1552435.2049882875
130.0,0.87,45.70700023114478,1495697.705568112
130.0,0.88,45.96893360893699,1440016.909468592
130.0,0.89,46.22938290909629,1385392.8176096752
130.0,0.9,46.488373075090834,1331825.4309312901
130.0,0.91,46.74592835939637,1279314.7503938272
130.0,0.92,47.00207235000181,1227860.7769786343
130.0,0.93,47.25682799562188,1177463.5116885253
130.0,0.94,47.51021762969286,1128122.9555483025
130.0,0.95,47.76226299322265,1079839.1096052926
130.0,0.96,48.01298525656109,1032611.9749299003
130.0,0.97,48.26240504015252,986441.5526161728
130.0,0.98,48.51054243432789,941327.8437823843
130.0,0.99,48.75741701819031,897270.8495716335
130.0,1.0,49.00304787764431,854270.5711524589
140.0,0.0,0.0,9222218.828574302
140.0,0.01,4.900304787764432,9087058.403033368
140.0,0.02,6.930077490618269,8952895.80234113
140.0,0.03,8.487576864981019,8819731.026653443
140.0,0.04,9.800609575528863,8687564.076129219
140.0,0.05,10.957414615908949,8556394.950930502
140.0,0.06,12.003246314140272,8426223.651222527
140.0,0.07,12.964987816843836,8297050.177173785
140.0,0.08,13.860154981236539,8168874.528956082
140.0,0.09,14.700914363293293,8041696.706744612
140.0,0.1,15.496124358363613,7915516.710718028
140.0,0.11,16.252472339396768,7790334.541058509
140.0,0.12,16.975153729962038,7666150.197951825
140.0,0.13,17.66830017768634,7542963.681587424
140.0,0.14,18.335261606582495,7420774.9921585
140.0,0.15,18.978798834352112,7299584.129862062
140.0,0.16,19.601219151057727,7179391.0948990295
140.0,0.17,20.204474237672684,7060195.887474297
140.0,0.18,20.79023247185481,6941998.507796824
140.0,0.19,21.359933362413685,6824798.956079716
140.0,0.2,21.914829231817897,6708597.232540311
140.0,0.21,22.456017618285017,6593393.33740027
140.0,0.22,22.984466804468497,6479187.270885658
140.0,0.23,23.501036175000905,6365979.03322705
140.0,0.24,24.006492628280544,6253768.624659609
140.0,0.25,24.501523938822157,6142556.04542319
140.0,0.26,24.986749735362988,6032341.295762442
140.0,0.27,25.46273059494306,5923124.375926902
140.0,0.28,25.929975633687672,5814905.286171098
140.0,0.29,26.38894888730173,5707684.026754657
140.0,0.3,26.840074709091443,5601460.597942412
140.0,0.31,27.283742364320137,5496235.000004509
140.0,0.32,27.720309962473078,5392007.233216528
140.0,0.33,28.150107840443013,5288777.297859588
140.0,0.34,28.57344148753451,5186545.194220469
140.0,0.35,28.990594085919405,5085310.922591738
140.0,0.36,29.401828726586587,4985074.483271865
140.0,0.37,29.80739035005445,4885835.876565354
140.0,0.38,30.207507452510978,4787595.102782869
140.0,0.39,30.602393591130962,4690352.162241373
140.0,0.4,30.992248716727225,4594107.055264259
140.0,0.41,31.377260357342664,4498859.78218149
140.0,0.42,31.75760467266784,4404610.34332974
140.0,0.43,32.13344739610802,4311358.739052543
140.0,0.44,32.504944678793535,4219104.969700444
140.0,0.45,32.87224384772684,4127849.0356311426
140.0,0.46,33.23548408850701,4037590.9372096644
140.0,0.47,33.59479706160449,3948330.6748085073
140.0,0.48,33.950307459924076,3860068.248807815
140.0,0.49,34.30213351435102,3772803.659595542
140.0,0.5,34.650387453091355,3686536.907567629
140.0,0.51,34.995175919865545,3601267.9931281745
140.0,0.52,35.33660035537268,3516996.9166896236
140.0,0.53,35.67475734589251,3433723.6786729465
140.0,0.54,36.00973894242082,3351448.2795078345
140.0,0.55,36.34163295332621,3270170.719632892
140.0,0.56,36.67052321316499,3189890.9994958364
140.0,0.57,36.996489829986025,3110609.119553707
140.0,0.58,37.3196094131925,3032325.0802730676
140.0,0.59,37.639955283796944,2955038.8821302303
140.0,0.6,37.957597668704224,2878750.5256114732
140.0,0.61,38.27260388048098,2803460.0112132626
140.0,0.62,38.58503848391491,2729167.339442494
140.0,0.63,38.894963450531506,2655872.5108167217
140.0,0.64,39.20243830211545,2583575.525864409
140.0,0.65,39.50752024417827,2512276.385125175
140.0,0.66,39.810264290219706,2441975.0891500525
140.0,0.67,40.11072337754743,2372671.6385017564
140.0,0.68,40.40894847534537,2304366.033754944
140.0,0.69,40.70498868561572,2237058.2754965024
140.0,0.7,40.998891337560465,2170748.3643258275
140.0,0.71,41.290702075916286,2105436.3008551174
140.0,0.72,41.58046494370962,2041122.0857096734
140.0,0.73,41.86822245985673,1977805.7195282052
140.0,0.74,42.15401569199592,1915487.2029631485
140.0,0.75,42.43788432490509,1854166.5366809883
140.0,0.76,42.71986672482737,1793843.7213625913
140.0,0.77,43.0,1734518.7577035483
140.0,0.78,43.27832005765689,1676191.6464145232
140.0,0.79,43.554861657752674,1618862.3882216143
140.0,0.8,43.829658463635795,1562530.983866723
140.0,0.81,44.10274308987988,1507197.434107934
140.0,0.82,44.374147147465656,1452861.7397199045
140.0,0.83,44.64390128649065,1399523.901494264
140.0,0.84,44.912035236570034,1347183.9202400271
140.0,0.85,45.17857784507936,1295841.7967840163
140.0,0.86,45.443557113378375,1245497.5319712919
140.0,0.87,45.70700023114478,1196151.1266656034
140.0,0.88,45.96893360893699,1147802.5817498434
140.0,0.89,46.22938290909629,1100451.898126521
140.0,0.9,46.488373075090834,1054099.0767182433
140.0,0.91,46.74592835939637,1008744.1184682157
140.0,0.92,47.00207235000181,964387.0243407505
140.0,0.93,47.25682799562188,921027.7953217939
140.0,0.94,47.51021762969286,878666.4324194653
140.0,0.95,47.76226299322265,837302.936664613
140.0,0.96,48.01298525656109,796937.3091113858
140.0,0.97,48.26240504015252,757569.5508378206
140.0,0.98,48.51054243432789,719199.6629464455
140.0,0.99,48.75741701819031,681827.6465649024
140.0,1.0,49.00304787764431,645453.5028465845
150.0,0.0,0.0,8203391.701725185
150.0,0.01,4.900304787764432,8079529.721465584
150.0,0.02,6.930077490618269,7956609.992695034
150.0,0.03,8.487576864981019,7834632.5155604435
150.0,0.04,9.800609575528863,7713597.290211673
150.0,0.05,10.957414615908949,7593504.316801596
150.0,0.06,12.003246314140272,7474353.595486158
150.0,0.07,12.964987816843836,7356145.126424435
150.0,0.08,13.860154981236539,7238878.909778711
150.0,0.09,14.700914363293293,7122554.945714534
150.0,0.1,15.496124358363613,7007173.2344007855
150.0,0.11,16.252472339396768,6892733.776009749
150.0,0.12,16.975153729962038,6779236.570717182
150.0,0.13,17.66830017768634,6666681.618702391
150.0,0.14,18.335261606582495,6555068.920148298
150.0,0.15,18.978798834352112,6444398.475241522
150.0,0.16,19.601219151057727,6334670.284172454
150.0,0.17,20.204474237672684,6225884.347135338
150.0,0.18,20.79023247185481,6118040.664328345
150.0,0.19,21.359933362413685,6011139.235953667
150.0,0.2,21.914829231817897,5905180.062217595
150.0,0.21,22.456017618285017,5800163.143330601
150.0,0.22,22.984466804468497,5696088.479507436
150.0,0.23,23.501036175000905,5592956.070967217
150.0,0.24,24.006492628280544,5490765.917933517
150.0,0.25,24.501523938822157,5389518.02063446
150.0,0.26,24.986749735362988,5289212.379302827
150.0,0.27,25.46273059494306,5189848.994176146
150.0,0.28,25.929975633687672,5091427.865496792
150.0,0.29,26.38894888730173,4993948.993512101
150.0,0.3,26.840074709091443,4897412.378474471
150.0,0.31,27.283742364320137,4801818.02064147
150.0,0.32,27.720309962473078,4707165.920275954
150.0,0.33,28.150107840443013,4613456.07764617
150.0,0.34,28.57344148753451,4520688.493025888
150.0,0.35,28.990594085919405,4428863.166694509
150.0,0.36,29.401828726586587,4337980.098937196
150.0,0.37,29.80739035005445,4248039.290044994
150.0,0.38,30.207507452510978,4159040.7403149637
150.0,0.39,30.602393591130962,4070984.4500503093
150.0,0.4,30.992248716727225,3983870.4195605204
150.0,0.41,31.377260357342664,3897698.649161502
150.0,0.42,31.75760467266784,3812469.1391757242
150.0,0.43,32.13344739610802,3728181.889932364
150.0,0.44,32.504944678793535,3644836.901767456
150.0,0.45,32.87224384772684,3562434.1750240447
150.0,0.46,33.23548408850701,3480973.7100523394
150.0,0.47,33.59479706160449,3400455.5072098793
150.0,0.48,33.950307459924076,3320879.5668616905
