rotation_phase,corrected_thermal_radiance_W_cm-2_um-1_sr-1,sigma,accepted_frame_count,accepted_2018-11-02,accepted_2018-11-03
0.6208333333333333,0.0001094436321186832,5.472181605934161e-07,54,47,7
0.6236111111111111,0.00010943474140471725,5.471737070235863e-07,52,47,5
0.6263888888888889,0.00010964455262500901,5.48222763125045e-07,46,46,0
0.6291666666666667,0.00010980603487874964,5.490301743937482e-07,48,47,1
0.6319444444444444,0.0001096683547160883,5.483417735804415e-07,94,47,47
0.6347222222222222,0.0001098159915590018,5.49079957795009e-07,94,47,47
0.6375,0.00010996873032761825,5.498436516380913e-07,94,47,47
0.6402777777777777,0.00011014568068425391,5.507284034212696e-07,94,47,47
0.6430555555555556,0.00011054960383126799,5.5274801915634e-07,57,47,10
0.6458333333333334,0.00011070463315951828,5.535231657975915e-07,50,47,3
0.6486111111111111,0.00011086655136749557,5.543327568374778e-07,54,47,7
0.6513888888888889,0.00011088871747758413,5.544435873879206e-07,49,47,2
0.6541666666666667,0.00011101493110752706,5.550746555376354e-07,46,46,0
0.6569444444444444,0.00011110872697377631,5.555436348688815e-07,47,47,0
0.6597222222222222,0.00011083253512691922,5.541626756345961e-07,94,47,47
0.6625,0.00011090886620563631,5.545443310281816e-07,94,47,47
0.6652777777777777,0.0001110008970535129,5.550044852675645e-07,94,47,47
0.6680555555555555,0.00011116266774529603,5.558133387264802e-07,94,47,47
0.6708333333333333,0.00011151730930434923,5.575865465217462e-07,58,47,11
0.6736111111111112,0.00011169116596427784,5.584558298213892e-07,49,47,2
0.6763888888888889,0.0001117246048562586,5.58623024281293e-07,55,47,8
0.6791666666666667,0.0001117163893959853,5.585819469799266e-07,47,46,1
0.6819444444444445,0.00011176461072173751,5.588230536086875e-07,47,47,0
0.6847222222222222,0.00011181176352807421,5.590588176403711e-07,47,46,1
0.6875,0.00011147636948063822,5.573818474031911e-07,93,47,46
0.6902777777777778,0.00011150616388905676,5.575308194452838e-07,94,47,47
0.6930555555555555,0.00011154013864467963,5.577006932233982e-07,94,47,47
0.6958333333333333,0.00011163036039155912,5.581518019577956e-07,94,47,47
0.6986111111111111,0.0001118931139988009,5.594655699940045e-07,58,47,11
0.7013888888888888,0.0001119761190448612,5.59880595224306e-07,51,47,4
0.7041666666666667,0.00011209513638533167,5.604756819266583e-07,54,47,7
0.7069444444444445,0.00011217587772660448,5.608793886330224e-07,47,47,0
0.7097222222222223,0.00011222211346798738,5.611105673399369e-07,47,47,0
0.7125,0.00011229094614406365,5.614547307203182e-07,46,46,0
0.7152777777777778,0.00011198898103237842,5.599449051618921e-07,92,47,45
0.7180555555555556,0.00011205250681616447,5.602625340808223e-07,94,47,47
